Motivation_Level,Peer_Influence,Access_to_Resources,Parental_Involvement,Gender_Male,Extracurricular_Activities_Yes,Learning_Disabilities_Yes,Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Stress_Proxy,Target
0.1938041189962092,1.8061958810037908,0.8061958810037908,0.8061958810037908,0.0,0.8061958810037908,0.0,17.19380411899621,70.19380411899621,6.193804118996209,79.19380411899621,1.8061958810037908,3.1938041189962094,0.630966264896387,0
0.15626267359327572,1.1562626735932757,1.0,1.0,0.0,0.15626267359327572,0.0,18.843737326406725,61.468788020779826,6.843737326406725,51.0,1.1562626735932757,1.0,0.6030577819293252,0
0.2539748745720247,1.0,0.2539748745720247,1.2539748745720247,0.0,0.2539748745720247,0.0,19.49205025085595,63.25397487457202,8.0,83.25397487457202,3.4920502508559506,3.0,0.5433228065023382,0
2.0,0.031115599917357684,1.9688844000826422,1.0,0.9688844000826423,0.9688844000826423,0.0,13.031115599917358,74.96888440008264,7.0,76.0,1.0,1.0311155999173578,0.3345666330006198,0
1.0,1.0,1.2607052648352268,0.0,0.2607052648352268,1.0,0.0,13.478589470329545,67.47858947032955,6.260705264835227,84.47858947032955,1.7392947351647732,3.0,0.5225551641799988,0
1.1063437262557745,0.8936562737442254,1.0,0.8936562737442254,0.1063437262557746,1.0,0.0,16.106343726255776,66.21268745251155,6.3190311787673235,100.0,1.0,3.0,0.4829405502606666,0
0.6850804113870324,2.0,0.31491958861296765,1.6850804113870324,1.0,0.31491958861296765,0.6850804113870324,12.370160822774064,69.9447587658389,4.629839177225936,94.0,2.685080411387032,3.0,0.6377787366082139,0
0.0038171341243471435,1.9961828658756529,0.9961828658756529,1.0038171341243471,0.0038171341243471435,0.0038171341243471435,0.9961828658756529,23.992365731751306,64.9923657317513,7.003817134124347,55.0,1.0038171341243471,3.003817134124347,0.5840945936138207,0
1.0,0.31833051759837994,1.31833051759838,1.0,1.0,0.6816694824016201,0.31833051759837994,14.63666103519676,80.72667792960648,7.363338964803241,83.0,0.0,2.3183305175983797,0.47699402165631655,0
1.1671320114712214,1.0,1.8328679885287786,0.0,0.0,0.16713201147122125,0.0,7.6685280458848855,61.832867988528776,7.0,90.0,0.8328679885287787,4.665735977057557,0.5140749937401694,0
0.3447175903083418,0.3447175903083418,1.344717590308342,1.0,0.6552824096916582,0.0,0.3447175903083418,25.655282409691658,61.0,7.689435180616684,64.34471759030833,0.6894351806166836,3.344717590308342,0.49186276810837637,0
0.016514765664322306,1.9834852343356777,0.0,1.0,0.9917426171678388,0.008257382832161153,0.008257382832161153,20.991742617167837,68.00825738283216,8.0,99.99174261716784,0.008257382832161153,3.991742617167839,0.5715105704115652,0
0.0,1.0,0.0,1.0726708716100162,0.07267087161001629,0.07267087161001629,0.0,15.145341743220033,62.927329128389985,7.854658256779968,54.927329128389985,0.14534174322003257,3.0,0.6234425498879159,0
0.9229219880485393,0.15415602390292138,1.0770780119514607,0.07707801195146069,0.0,1.0,0.0,7.308312047805843,69.07707801195146,6.0,88.07707801195146,0.15415602390292138,4.0,0.5908134408301793,0
2.0,0.3403800926666749,0.0,1.340380092666675,0.0,1.0,0.0,11.659619907333326,72.34038009266668,6.340380092666675,70.6384796293333,2.340380092666675,2.340380092666675,0.3670181936091998,0
1.0,0.13361348574865795,0.0,1.0,0.0,0.13361348574865795,0.13361348574865795,25.133613485748658,70.0,8.866386514251342,71.53445394299463,1.866386514251342,2.267226971497316,0.34734722793231537,0
0.0,0.7844701312086682,0.0,1.2155298687913318,0.0,0.7844701312086682,0.0,19.568940262417335,81.21552986879134,6.215529868791332,52.78447013120867,0.21552986879133185,4.0,0.6445773563879977,0
0.36037781993034756,2.0,1.2792443601393049,1.0,0.0,0.36037781993034756,0.6396221800696524,12.639622180069653,65.0,5.360377819930347,86.63962218006965,1.0,2.3603778199303473,0.6654633074454012,0
1.0,2.0,1.0,0.06850540662697957,0.06850540662697957,0.06850540662697957,0.0,24.93149459337302,62.93149459337302,8.0,57.86298918674604,0.9314945933730204,1.0685054066269797,0.3778137905497024,0
1.0,1.0,0.7631552912588894,0.23684470874111063,0.7631552912588894,1.0,0.0,20.52631058251778,71.23684470874112,8.0,58.76315529125889,2.289465873776668,3.0,0.4111763551019908,0
1.0,1.1833873144810978,0.5916936572405489,0.4083063427594511,0.0,0.4083063427594511,0.5916936572405489,25.591693657240548,62.0,6.816612685518902,78.1833873144811,0.5916936572405489,3.408306342759451,0.41226909514291643,0
0.7592487330608428,1.0,2.0,1.0,1.0,0.0,0.7592487330608428,19.518497466121687,65.75924873306084,7.518497466121685,83.0,1.0,2.0,0.4750026147076867,0
1.0,0.09639215565320491,1.0,0.0,0.09639215565320491,0.09639215565320491,0.0,23.481960778266025,64.0,7.80721568869359,90.80721568869359,1.8072156886935902,3.096392155653205,0.39517609408281235,0
1.2327631471012888,0.23276314710128876,0.23276314710128876,1.7672368528987112,1.0,0.23276314710128876,0.0,14.0,76.30171055869613,7.232763147101289,54.0,1.2327631471012888,2.0,0.4473473705797423,0
0.19260396966004867,1.1926039696600488,1.1926039696600488,0.8073960303399513,0.19260396966004867,0.19260396966004867,0.0,16.0,76.0,7.192603969660048,58.422188091019855,0.19260396966004867,1.8073960303399512,0.6069792060679903,0
1.9409061099217468,0.059093890078253275,1.0,0.059093890078253275,0.9409061099217467,1.0,0.0,12.940906109921746,70.0,6.059093890078254,95.82271832976524,1.9409061099217468,4.940906109921746,0.37652632911202594,0
0.10115261181975266,1.7976947763604947,0.8988473881802473,0.8988473881802473,0.0,0.0,0.8988473881802473,10.40461044727901,75.0,8.202305223639506,87.10115261181976,2.0,3.8988473881802475,0.6309260562631311,0
1.0,2.0,1.0,0.0,0.34923145244125264,0.34923145244125264,0.0,25.0,63.0,8.349231452441252,56.60307419023499,1.6984629048825053,1.3492314524412525,0.36563566948846216,0
1.8742267241383517,2.0,0.12577327586164844,0.8742267241383516,0.0,0.8742267241383516,0.8742267241383516,23.125773275861647,63.748453448276706,6.125773275861649,95.0,1.0,2.1257732758616483,0.30822227810339536,0
1.999811600443418,1.000188399556582,2.0,2.0,0.00018839955658189744,0.9998116004434181,0.0,15.000376799113164,64.00018839955658,9.0,55.0,1.0,2.999811600443418,0.25302854253282214,0
0.1690810703559925,0.338162140711985,1.661837859288015,1.1690810703559924,1.0,0.0,0.0,15.830918929644007,73.49275678893203,8.661837859288015,79.66183785928801,0.0,4.661837859288015,0.5631769090991062,0
2.0,0.3897593874264921,0.6102406125735079,1.0,0.3897593874264921,0.0,0.0,15.779518774852985,62.77951877485298,7.0,73.6102406125735,0.3897593874264921,3.389759387426492,0.3137756573111173,0
0.7590058067494372,0.0,0.3795029033747186,1.2409941932505628,0.0,0.3795029033747186,0.0,11.620497096625282,81.62049709662529,6.0,66.13850871012416,2.6204970966252814,3.0,0.5854579540805166,0
1.7732696170764894,1.0,1.0,1.0,1.0,0.0,0.0,22.453460765847023,66.0,6.0,63.22673038292351,0.7732696170764893,4.7732696170764894,0.33434965301291186,0
1.3816119398672,1.0,1.0,0.6183880601327999,0.0,0.0,0.0,15.2367761202656,61.6183880601328,7.0,86.8551641803984,1.0,1.0,0.4209857911101192,0
0.12884871200025483,1.8711512879997452,0.12884871200025483,1.0,1.0,1.0,0.8711512879997452,13.25769742400051,77.87115128799975,5.25769742400051,53.74230257599949,1.8711512879997452,2.871151287999745,0.7027939799391367,0
1.174477741467948,2.0,1.0,1.0,0.41276112926602604,1.0,0.0,10.825522258532052,71.41276112926603,6.587238870733974,54.58723887073398,2.412761129266026,2.587238870733974,0.5026855369370081,0
0.1976456708407358,0.1976456708407358,1.0,0.8023543291592642,0.8023543291592642,1.0,0.0,9.802354329159265,85.39529134168147,6.0,64.0,1.0,2.802354329159264,0.692774338336323,0
0.5209299368966488,1.479070063103351,1.479070063103351,0.4790700631033512,0.4790700631033512,1.0,0.0,14.041859873793298,77.0,7.520929936896649,63.0,0.0,1.0,0.5560958775798412,0
0.0,0.036000177890429974,1.0,1.981999911054785,1.0,0.018000088945214987,0.0,17.981999911054785,77.98199991105479,6.9819999110547855,67.0,0.018000088945214987,2.96399982210957,0.6310362036378593,0
0.4214440415792474,0.4214440415792474,1.0,1.0,1.0,1.0,0.0,15.421444041579248,63.57855595842075,8.0,82.0,0.0,3.0,0.5462844479568951,0
0.027175016090844162,1.9728249839091558,1.9728249839091558,0.027175016090844162,0.0,0.0,0.0,18.945649967818312,67.97282498390915,9.972824983909156,97.0,0.027175016090844162,3.0,0.5194879130980623,0
1.0337565892932017,1.0,1.0,0.9662434107067982,1.0,0.0337565892932018,0.0,19.898730232120393,61.0,6.966243410706798,81.0337565892932,0.9662434107067982,3.0337565892932017,0.4447665212241719,0
0.12745395942286897,1.872546040577131,2.0,1.0,0.872546040577131,1.0,0.0,18.12745395942287,64.12745395942287,5.254907918845738,76.0,0.872546040577131,3.872546040577131,0.6662963411750308,0
1.0,0.7076883263306187,0.29231167366938127,0.7076883263306187,0.7076883263306187,0.7076883263306187,0.0,23.169246694677526,67.70768832633063,7.292311673669381,57.70768832633062,0.0,3.2923116736693814,0.4147089775546274,0
1.0,1.0,0.05444735421582836,1.0272236771079142,0.0,0.9727763228920858,0.0,10.972776322892086,65.05444735421582,5.027223677107914,61.97277632289209,1.9455526457841716,2.0,0.5826003514983267,0
1.0,0.8260390516665719,0.8260390516665719,1.0,0.8260390516665719,0.17396094833342812,0.0,21.173960948333427,63.82603905166657,8.652078103333144,81.65207810333314,2.0,2.826039051666572,0.3844810920465056,0
1.0,1.6993153751262038,1.3006846248737962,1.0,0.6993153751262037,1.0,0.0,10.398630750252407,64.3006846248738,8.300684624873796,66.3006846248738,1.6993153751262038,2.300684624873796,0.4778576082897843,0
1.0,0.8394609095007669,1.0,0.0,1.0,0.1605390904992331,0.0,12.481617271497699,65.32107818099847,6.678921819001534,65.0,2.321078180998466,2.0,0.5161476660729163,0
0.01820130673937237,1.9635973865212553,1.0,0.01820130673937237,0.9817986932606276,1.0,0.01820130673937237,21.963597386521254,71.0,7.036402613478745,65.01820130673937,1.0,4.018201306739372,0.5960284748694689,0
1.6213444972535296,0.3786555027464704,0.6213444972535296,0.6213444972535296,0.3786555027464704,1.0,0.0,22.62134449725353,63.75731100549294,9.37865550274647,79.75731100549294,0.3786555027464704,3.6213444972535296,0.24575256033697768,0
1.4408151931706734,2.0,2.0,1.0,0.0,0.4408151931706735,0.5591848068293265,18.118369613658654,60.0,9.118369613658652,50.55918480682933,0.0,3.4408151931706734,0.3186747900998098,0
0.3717618895367186,0.7435237790734373,1.0,1.6282381104632813,0.3717618895367186,1.0,0.0,23.371761889536717,60.743523779073435,8.62823811046328,56.0,0.0,3.2564762209265625,0.4733815735753227,0
1.0,1.0,0.532675886761555,0.532675886761555,1.0,0.0,0.0,19.0,69.53267588676155,5.93464822647689,89.46732411323845,0.532675886761555,1.532675886761555,0.4915762140583196,0
0.7298217881805624,2.0,1.0,2.0,1.0,0.0,0.0,9.540356423638876,74.0,8.729821788180562,68.36491089409029,0.3649108940902812,3.364910894090281,0.5150924424548231,0
0.5501577920274408,1.4498422079725592,0.44984220797255925,1.0,1.0,0.5501577920274408,0.0,14.349526623917678,61.0,8.449842207972559,85.44984220797257,3.1003155840548815,2.5501577920274405,0.5179525482017651,0
0.4368863657666142,1.781556817116693,1.0,1.0,0.2184431828833071,1.0,0.0,18.563113634233385,69.0,7.0,54.781556817116694,1.0,3.563113634233386,0.5531913792065317,0
1.0,1.0,1.0,0.0,1.0,0.0,0.0,21.0,69.87975277348832,6.120247226511676,60.75950554697665,1.2404944530233513,3.0,0.47019576735716123,0
1.0,0.0,1.0,1.0,1.0,0.9316590644677396,0.0683409355322604,14.06834093553226,82.13668187106452,8.136681871064521,82.93165906446774,0.0683409355322604,2.0,0.45552910258350626,0
1.4733684324935998,1.4733684324935998,1.0,1.7366842162468,0.0,1.0,0.7366842162467999,20.0,67.4733684324936,6.7366842162468,55.0,0.2633157837532001,3.0,0.37835789790229846,0
0.9538764356642662,1.0461235643357338,1.9538764356642662,0.046123564335733835,0.046123564335733835,0.0,0.0,7.092247128671468,62.138370693007204,6.861629306992798,89.90775287132853,1.0,4.907752871328532,0.5586000764304371,0
0.4328292200806144,0.4328292200806144,0.5671707799193856,1.0,0.4328292200806144,1.0,0.4328292200806144,22.298487660241843,71.43282922008062,9.567170779919385,54.134341559838774,0.5671707799193856,4.0,0.4400353587454161,0
1.2838284470235202,1.0,0.7161715529764797,1.0,0.2838284470235203,0.0,0.0,18.43234310595296,65.43234310595295,7.71617155297648,73.71617155297648,1.0,3.28382844702352,0.3891514775618199,0
1.1754651919129677,0.8245348080870322,1.8245348080870323,1.8245348080870323,0.8245348080870322,1.0,0.8245348080870322,11.175465191912968,75.0,8.824534808087032,76.64906961617406,1.0,2.0,0.42527695445946284,0
0.07424087298838644,1.0742408729883866,1.9257591270116134,1.0,0.07424087298838644,1.0,0.07424087298838644,17.925759127011613,64.92575912701162,6.0,60.0,0.07424087298838644,2.9257591270116134,0.6517882771075477,0
1.773648505658514,1.0,1.773648505658514,0.0,1.0,0.7736485056585141,0.0,18.67905448302446,69.22635149434149,4.452702988682972,61.773648505658514,1.0,3.0,0.41447433536316275,0
1.0,0.0,1.0,1.0,0.7302461470901459,0.7302461470901459,0.0,17.46049229418029,70.26975385290986,8.0,51.0,0.7302461470901459,2.730246147090146,0.4344002585642298,0
1.0,2.0,0.4011917036165086,1.0,0.0,0.5988082963834914,0.0,15.802383407233018,64.5988082963835,8.401191703616508,50.59880829638349,1.4011917036165085,3.4011917036165085,0.43354220237459934,0
0.06449127124916754,0.06449127124916754,1.0,1.0,1.0,1.0,0.0,14.935508728750833,64.0,7.871017457501665,82.1934738137475,0.0,3.0,0.6137410065365769,0
1.0,1.8772394571622004,2.0,1.0,0.8772394571622004,0.8772394571622004,0.0,11.8772394571622,66.7544789143244,7.877239457162201,77.1227605428378,2.0,3.0,0.480820906202066,0
1.0,1.754523525652359,1.0,1.754523525652359,1.0,1.0,0.8772617628261795,13.0,66.12273823717382,6.245476474347641,90.0,2.0,2.8772617628261794,0.5266256334042236,0
1.0,1.6695919961242263,1.3304080038757737,1.3391839922484523,0.33040800387577385,0.0,0.0,17.669591996124225,67.33040800387577,6.6608160077515475,51.66081600775155,0.0,2.0,0.47747288697094176,0
0.6595941566504353,0.6595941566504353,1.0,1.3191883133008706,0.6595941566504353,0.0,0.0,19.659594156650435,64.65959415665044,7.340405843349565,58.340405843349565,2.659594156650435,4.0,0.4964631833279537,0
0.010971641649826114,1.9890283583501738,1.0,0.021943283299652228,1.0,1.0,0.0,13.0,66.0,6.0,69.02194328329965,2.0109716416498262,3.9890283583501738,0.699671027336974,0
1.2523523431862764,2.0,1.0,0.3738238284068618,1.0,0.3738238284068618,0.0,11.0,72.0,7.252352343186276,94.0,1.3738238284068618,2.373823828406862,0.4662295313627447,0
1.0,2.0,0.5313165205680591,1.0,0.0,0.5313165205680591,0.5313165205680591,16.53131652056806,63.0,9.531316520568058,92.53131652056805,0.0,2.4686834794319408,0.3903691543087664,0
0.16184781644807555,0.0,1.1618478164480757,1.676304367103849,0.0,0.8381521835519244,0.0,16.161847816448077,64.0,7.838152183551925,69.83815218355193,2.6763043671038487,3.0,0.5892956426624661,0
0.28529033835731643,1.2852903383573164,2.0,1.0,1.0,0.28529033835731643,0.0,12.714709661642683,65.57058067671463,7.285290338357316,75.57058067671463,2.0,3.714709661642684,0.6133101389000524,0
1.0,1.1416348132072862,0.8583651867927138,1.0,1.0,0.4291825933963569,0.5708174066036431,11.570817406603643,63.14163481320729,4.570817406603643,67.42918259339636,2.570817406603643,2.429182593396357,0.593353568069911,0
0.7322233245116658,0.7322233245116658,1.7322233245116658,0.26777667548833417,1.0,0.26777667548833417,0.0,16.46444664902333,68.26777667548834,8.0,53.0,0.0,2.267776675488334,0.4865817996037792,0
1.5783216931774628,0.7891608465887314,1.2108391534112686,1.0,0.7891608465887314,0.7891608465887314,0.0,13.578321693177463,74.21083915341127,8.0,54.0,1.7891608465887314,2.2108391534112686,0.36737744496382707,0
0.426650654364782,1.0,1.573349345635218,1.0,0.426650654364782,0.426650654364782,0.0,7.720048036905654,74.85330130872957,7.426650654364782,64.72004803690565,2.706602617459128,3.0,0.6228548389811241,0
1.0,1.317650140280141,2.0,1.0,1.0,0.6588250701400705,0.0,18.34117492985993,66.0,8.317650140280142,59.0,0.3411749298599295,3.0,0.41716343835472186,0
0.0,0.5046144996788131,1.0,1.0,0.0,1.0,0.0,20.495385500321188,70.49538550032119,9.24307825048178,55.0,1.0,4.0,0.5366405644565158,0
0.2202253013773151,1.7797746986226848,1.7797746986226848,0.2202253013773151,0.2202253013773151,1.0,0.0,9.779774698622685,73.66067590413195,8.220225301377315,71.77977469862269,1.0,2.220225301377315,0.6152286520150045,0
1.0,1.0,0.4883746289829387,0.4883746289829387,0.4883746289829387,0.4883746289829387,0.0,13.488374628982939,64.0,6.0,86.53487611305118,0.5116253710170613,2.488374628982939,0.531137190282628,0
1.262434250907173,1.4751314981856536,1.0,0.0,1.0,0.0,0.0,12.475131498185654,86.26243425090718,7.262434250907173,57.73756574909282,0.0,2.737565749092827,0.45300215043235437,0
0.0,0.47476024247983983,0.5252397575201602,0.5252397575201602,0.5252397575201602,0.47476024247983983,0.0,19.47476024247984,61.94952048495968,7.47476024247984,73.52523975752015,1.0504795150403203,3.0,0.6032823060825746,0
1.9673543224543315,1.9347086449086628,0.9673543224543314,0.032645677545668605,1.0,0.032645677545668605,0.0,10.934708644908662,72.03264567754567,7.967354322454331,94.03264567754567,1.0652913550913372,2.0326456775456685,0.3237220852400733,0
1.0,0.26289698735942246,1.0,1.0,1.0,0.8685515063202888,0.0,16.868551506320287,62.13144849367971,7.131448493679711,78.13144849367971,0.26289698735942246,3.0,0.46782177371243144,0
0.9353131064848684,0.9353131064848684,0.0,1.0,1.0,1.0,0.0,19.06468689351513,73.87062621296974,6.0,89.0,0.06468689351513157,2.0646868935151317,0.4996916847582574,0
0.0,0.0,2.0,2.0,1.0,1.0,0.0,14.044175516279248,62.044175516279246,8.044175516279248,64.91164896744151,3.044175516279248,2.044175516279248,0.6254932213841787,0
1.9748580417227273,1.9748580417227273,0.025141958277272725,0.9748580417227273,1.0,0.9748580417227273,0.0,15.025141958277272,60.05028391655455,5.075425874831819,72.05028391655455,2.0,2.0251419582772727,0.38788588973418686,0
0.6944504561307088,1.6944504561307088,1.0,1.0,0.30554954386929123,1.0,0.0,15.0,77.0,5.916648631607874,57.69445045613071,1.0,2.694450456130709,0.5733801545760817,0
1.0,0.0,1.0,1.0,0.08220706371178166,1.0,0.0,15.164414127423564,68.75337880886465,7.0,89.0,0.9177929362882183,2.0822070637117815,0.4851504526315809,0
1.0,1.0893234205648605,1.0,1.9106765794351395,0.08932342056486042,1.0,0.0,7.9106765794351395,71.17864684112972,5.178646841129721,76.82135315887028,0.08932342056486042,3.9106765794351395,0.6008209858446167,0
1.4644332362255428,2.0,1.0,1.0,0.5355667637744572,0.4644332362255428,0.4644332362255428,15.535566763774458,64.53556676377445,5.464433236225543,76.53556676377445,1.4644332362255428,3.464433236225543,0.456096602026583,0
0.1375237748170154,0.0,2.0,1.1375237748170153,0.0,0.0,0.0,15.587428675548955,60.0,7.0,70.0,2.7249524503659694,3.8624762251829847,0.6256965764263498,0
0.0,0.3408156997898466,1.3408156997898466,1.0,0.6591843002101534,0.6591843002101534,0.3408156997898466,14.340815699789847,70.34081569978984,8.659184300210153,50.65918430021016,1.0,3.318368600420307,0.602693045054578,0
1.0,1.0,1.835175324653238,1.164824675346762,0.835175324653238,0.835175324653238,0.835175324653238,23.0,68.83517532465324,6.835175324653238,61.67035064930648,1.0,3.835175324653238,0.43128866168904717,0
1.0,2.0,0.17058191155709002,1.0,0.0,0.0,0.0,17.82941808844291,63.17058191155709,7.34116382311418,51.65883617688582,2.0,3.17058191155709,0.453518609026976,0
0.0518916798285578,1.0,1.0518916798285578,1.0,0.0,0.0518916798285578,0.9481083201714422,6.155675039485674,72.94810832017144,8.103783359657115,92.89621664034289,0.0518916798285578,1.0518916798285578,0.6746105407959063,0
1.0,2.0,1.0,0.44524611228478816,0.44524611228478816,0.44524611228478816,0.0,24.55475388771521,62.554753887715215,8.0,57.10950777543042,0.5547538877152118,1.4452461122847882,0.38063934584213593,0
0.7888022639053596,0.0,0.42239547218928086,1.7888022639053596,0.7888022639053596,0.0,0.0,13.577604527810719,76.57760452781072,7.211197736094641,54.0,1.0,2.2111977360946407,0.525262863810054,0
1.0,1.6396055611776819,0.6396055611776819,2.0,1.0,0.0,0.0,14.639605561177682,63.63960556117768,5.720788877644637,78.36039443882231,1.6396055611776819,2.3603944388223184,0.531700688665601,0
0.32357363766160774,0.6764263623383923,0.0,1.0,0.6764263623383923,0.6764263623383923,0.0,24.323573637661607,68.64714727532322,7.647147275323215,70.32357363766161,1.3235736376616076,2.6764263623383924,0.5068511106873187,0
0.13169343847203852,1.8683065615279615,1.1316934384720385,0.8683065615279615,0.0,1.0,0.0,19.0,63.86830656152796,8.736613123055923,56.263386876944075,2.0,3.8683065615279615,0.5429306561527962,0
1.2341844468154857,2.0,1.0,0.23418444681548567,0.23418444681548567,0.0,0.7658155531845143,25.53163110636903,61.76581555318452,6.234184446815486,79.23418444681549,0.7658155531845143,3.0,0.3930992957838167,0
1.0,1.5735006703088739,0.21324966484556307,1.786750335154437,1.0,0.0,0.7867503351544369,12.573500670308874,69.0,4.213249664845563,93.78675033515444,2.3602510054633106,3.213249664845563,0.5976188560998108,0
0.029233793525217044,0.029233793525217044,0.970766206474783,1.9707662064747828,1.0,0.029233793525217044,0.0,12.0,88.05846758705043,6.0,52.05846758705044,1.0,1.058467587050434,0.7042267266193463,0
1.0,2.0,1.4746487148026965,1.0,0.0,0.0,0.0,16.0,62.26267564259865,6.788026927795955,92.0,0.0,3.737324357401348,0.48583243574013485,0
1.2715687647510399,1.4568624704979203,0.27156876475103986,0.7284312352489601,0.27156876475103986,0.27156876475103986,0.0,12.72843123524896,79.54313752950208,5.0,68.0,1.4568624704979203,2.7284312352489604,0.5249934095281096,0
1.4728971328109048,0.5271028671890952,1.0,0.47289713281090484,0.5271028671890952,0.0,0.0,15.527102867189095,62.0,7.527102867189095,74.0,1.0542057343781903,3.0,0.3860095406923882,0
0.9838403128554378,1.0161596871445622,1.0,1.0,1.0,0.016159687144562174,0.0,17.032319374289123,65.0,7.048479061433687,65.01615968714457,0.0,3.983840312855438,0.47203222388794497,0
0.26895894582647106,1.0,1.0,1.268958945826471,0.7310410541735289,0.0,0.0,21.462082108347058,70.46208210834706,6.731041054173529,65.0,1.0,2.731041054173529,0.5682090526033111,0
0.5930280903657361,1.0,1.4069719096342639,0.4069719096342639,0.5930280903657361,0.4069719096342639,0.0,20.186056180731473,69.0,7.0,59.0,2.593028090365736,2.593028090365736,0.5148874931715092,0
0.0,0.8914800156235068,1.0,2.0,0.8914800156235068,0.10851998437649324,0.8914800156235068,23.891480015623507,62.67444004687052,8.108519984376493,58.67444004687052,0.8914800156235068,3.1085199843764935,0.5487110364015241,0
0.0029210326213620075,0.0029210326213620075,0.0,0.0029210326213620075,0.0029210326213620075,0.0029210326213620075,0.0,19.98539483689319,85.99123690213591,8.0,93.99123690213591,1.994157934757276,2.0029210326213622,0.5814237709983685,0
0.0,0.03976596498856955,0.9602340350114305,1.0,0.03976596498856955,0.03976596498856955,0.0,22.039765964988568,63.0,8.880702105034292,87.0,0.03976596498856955,2.0,0.5369783517614427,0
0.0,2.0,1.3959283229287807,1.0,1.0,0.6040716770712192,0.3959283229287808,14.0,65.20814335414244,9.208143354142438,62.60407167707122,0.3959283229287808,3.3959283229287807,0.5870084191393496,0
1.907380164712847,1.092619835287153,1.092619835287153,1.0,0.907380164712847,1.0,0.0,14.0,62.90738016471285,7.907380164712847,63.90738016471285,1.092619835287153,2.9073801647128468,0.3124239670574306,0
2.0,0.23885666040192766,0.7611433395980723,1.0,0.7611433395980723,1.0,0.7611433395980723,19.23885666040193,63.52228667919614,7.522286679196145,80.76114333959808,1.0,3.0,0.2702164286297539,0
0.530358225319291,2.0,0.530358225319291,1.0,0.530358225319291,1.0,0.0,9.878567098722836,61.0,7.0,53.06071645063858,1.4696417746807091,2.530358225319291,0.6034591380664487,0
1.4504653016578182,0.4504653016578183,0.4504653016578183,1.0,1.0,1.0,0.0,14.549534698342182,73.45046530165781,7.450465301657818,52.35139590497346,2.0,2.549534698342182,0.39968542943087,0
1.0,1.0,0.0,1.0,0.47297134609551017,0.5270286539044898,0.5270286539044898,24.10811461561796,71.41891403828653,8.0,75.94594269219103,1.0,3.5270286539044897,0.38403103178669395,0
1.0,1.2450393914594904,0.0,1.0,0.3774803042702548,1.0,0.0,24.622519695729746,63.867559087189235,6.377480304270255,50.0,1.6225196957297452,2.0,0.4341987561802545,0
0.46974376299068377,1.5302562370093162,0.5302562370093162,0.5302562370093162,0.0,0.5302562370093162,0.0,17.469743762990685,70.46974376299069,6.469743762990683,79.46974376299069,1.5302562370093162,3.4697437629906838,0.5736811948031341,0
1.552531858677542,1.0,0.5525318586775422,0.0,1.0,1.0,0.5525318586775422,20.342404423967373,64.44746814132246,9.447468141322458,81.0,0.4474681413224578,3.0,0.2721899764302638,0
1.0,0.5257115795687395,1.4742884204312605,0.0,0.5257115795687395,0.5257115795687395,0.4742884204312605,27.051423159137478,65.42286526129378,6.948576840862521,87.57713473870622,0.948576840862521,3.051423159137479,0.39677414634779007,0
1.5908674412710415,2.0,0.4091325587289585,1.5908674412710415,1.0,0.5908674412710415,0.0,10.772602323813125,64.0,5.590867441271041,73.59086744127104,0.4091325587289585,2.818265117457917,0.46691382082893906,0
0.9259850232972833,2.0,1.0,0.5370074883513584,0.46299251164864164,0.5370074883513584,0.0,19.925985023297283,64.46299251164864,9.0,56.0,1.5370074883513585,4.4629925116486415,0.3947471096904484,0
1.0,1.0,1.1458640023494957,1.1458640023494957,1.0,1.0,0.0,3.2917280046989914,70.0,7.145864002349496,57.56240799295151,0.4375920070484871,2.1458640023494957,0.5702255958860495,0
0.0,2.0,1.0,1.0494968534936666,0.049496853493666615,0.0,0.0,11.950503146506334,72.09899370698733,7.049496853493666,67.04949685349366,0.0,2.0494968534936664,0.6745229811798633,0
1.0,0.33336585705397503,0.16668292852698752,0.0,0.8333170714730125,0.8333170714730125,0.8333170714730125,22.333365857053977,62.83331707147301,7.0,94.16668292852698,0.16668292852698752,3.0,0.4307830877792425,0
1.843924612611724,0.843924612611724,0.843924612611724,1.687849225223448,1.0,0.15607538738827598,0.15607538738827598,22.0,63.0,7.0,93.15607538738827,0.0,2.156075387388276,0.2927021595388868,0
0.0,2.0,1.2849080215309607,1.7150919784690393,1.0,0.0,0.28490802153096084,11.139632086123843,63.28490802153096,8.715091978469038,59.85472406459288,0.28490802153096084,4.715091978469039,0.625083214866746,0
0.0,0.46285195501585064,1.0,0.46285195501585064,1.0,1.0,0.0,11.46285195501585,68.0742960899683,8.0,65.0,0.46285195501585064,2.4628519550158505,0.6464823251418795,0
1.0,0.5614615114625645,0.4385384885374355,0.877076977074871,0.0,1.0,0.4385384885374355,19.12292302292513,62.56146151146257,7.561461511462564,76.0,2.5614615114625643,3.5614615114625643,0.4364252628452119,0
1.0,1.0,1.5629803312917394,0.0,0.0,0.7814901656458697,0.0,14.56298033129174,64.78149016564586,5.21850983435413,87.21850983435414,0.2185098343541303,3.5629803312917394,0.5490231210147549,0
1.0,1.3967968470863164,0.6032031529136835,1.6032031529136836,0.0,1.0,0.0,7.396796847086317,61.603203152913686,7.0,75.58718738834527,1.8096094587410505,3.0,0.543984343962144,0
